BIN ID,Date,TIME,WEEK NO,FILL LEVEL(IN LITRES),TOTAL(LITRES),FILL PERCENTAGE,LOCATION ,LATITUDE,LONGITUDE,TEMPERATURE( IN ⁰C),BATTERY LEVEL ,FILL LEVEL INDICATOR(Above 550)
BIN 4,11/17/2021,10:00:00 AM,3,285,660,43%,NANDANAM,13.0300° N,80.2421° E,32,95%,FALSE
BIN 4,11/17/2021,11:00:00 AM,3,310,660,47%,NANDANAM,13.0300° N,80.2421° E,34,95%,FALSE
BIN 4,11/17/2021,12:00:00 PM,3,335,660,51%,NANDANAM,13.0300° N,80.2421° E,36.8,95%,FALSE
BIN 4,11/17/2021,01:00:00 PM,3,360,660,55%,NANDANAM,13.0300° N,80.2421° E,38.9,95%,FALSE
BIN 4,11/17/2021,02:00:00 PM,3,385,660,58%,NANDANAM,13.0300° N,80.2421° E,40.4,95%,FALSE
BIN 4,11/17/2021,03:00:00 PM,3,410,660,62%,NANDANAM,13.0300° N,80.2421° E,40.4,95%,FALSE
BIN 4,11/17/2021,04:00:00 PM,3,435,660,66%,NANDANAM,13.0300° N,80.2421° E,40.8,95%,FALSE
BIN 4,11/17/2021,05:00:00 PM,3,460,660,70%,NANDANAM,13.0300° N,80.2421° E,42.5,95%,FALSE
BIN 4,11/17/2021,06:00:00 PM,3,485,660,73%,NANDANAM,13.0300° N,80.2421° E,37.3,95%,FALSE
BIN 4,11/17/2021,07:00:00 PM,3,510,660,77%,NANDANAM,13.0300° N,80.2421° E,37.8,95%,FALSE
BIN 4,11/17/2021,08:00:00 PM,3,535,660,81%,NANDANAM,13.0300° N,80.2421° E,37.5,95%,FALSE
BIN 4,11/17/2021,09:00:00 PM,3,560,660,85%,NANDANAM,13.0300° N,80.2421° E,37,95%,TRUE
BIN 4,11/17/2021,10:00:00 PM,3,585,660,89%,NANDANAM,13.0300° N,80.2421° E,36.5,95%,TRUE
BIN 4,11/17/2021,11:00:00 PM,3,610,660,92%,NANDANAM,13.0300° N,80.2421° E,32,95%,TRUE
BIN 4,11/18/2021,12:00:00 AM,3,19,660,3%,NANDANAM,13.0300° N,80.2421° E,24,95%,FALSE
BIN 4,11/18/2021,01:00:00 AM,3,45,660,7%,NANDANAM,13.0300° N,80.2421° E,24.6,95%,FALSE
BIN 4,11/18/2021,02:00:00 AM,3,71,660,11%,NANDANAM,13.0300° N,80.2421° E,24.6,95%,FALSE
BIN 4,11/18/2021,03:00:00 AM,3,97,660,15%,NANDANAM,13.0300° N,80.2421° E,24.8,95%,FALSE
BIN 4,11/18/2021,04:00:00 AM,3,123,660,19%,NANDANAM,13.0300° N,80.2421° E,25,95%,FALSE
BIN 4,11/18/2021,05:00:00 AM,3,149,660,23%,NANDANAM,13.0300° N,80.2421° E,26.2,95%,FALSE
BIN 4,11/18/2021,06:00:00 AM,3,175,660,27%,NANDANAM,13.0300° N,80.2421° E,27,94%,FALSE
BIN 4,11/18/2021,07:00:00 AM,3,201,660,30%,NANDANAM,13.0300° N,80.2421° E,28.3,94%,FALSE
BIN 4,11/18/2021,08:00:00 AM,3,227,660,34%,NANDANAM,13.0300° N,80.2421° E,28.3,94%,FALSE
BIN 4,11/18/2021,09:00:00 AM,3,253,660,38%,NANDANAM,13.0300° N,80.2421° E,29,94%,FALSE
BIN 4,11/18/2021,10:00:00 AM,3,279,660,42%,NANDANAM,13.0300° N,80.2421° E,32,94%,FALSE
BIN 4,11/18/2021,11:00:00 AM,3,305,660,46%,NANDANAM,13.0300° N,80.2421° E,34,94%,FALSE
BIN 4,11/18/2021,12:00:00 PM,3,331,660,50%,NANDANAM,13.0300° N,80.2421° E,36.8,94%,FALSE
BIN 4,11/18/2021,01:00:00 PM,3,357,660,54%,NANDANAM,13.0300° N,80.2421° E,38.9,94%,FALSE
BIN 4,11/18/2021,02:00:00 PM,3,383,660,58%,NANDANAM,13.0300° N,80.2421° E,40.4,94%,FALSE
BIN 4,11/18/2021,03:00:00 PM,3,409,660,62%,NANDANAM,13.0300° N,80.2421° E,40.4,94%,FALSE
BIN 4,11/18/2021,04:00:00 PM,3,435,660,66%,NANDANAM,13.0300° N,80.2421° E,40.8,94%,FALSE
BIN 4,11/18/2021,05:00:00 PM,3,461,660,70%,NANDANAM,13.0300° N,80.2421° E,42.5,94%,FALSE
BIN 4,11/18/2021,06:00:00 PM,3,487,660,74%,NANDANAM,13.0300° N,80.2421° E,37.3,94%,FALSE
BIN 4,11/18/2021,07:00:00 PM,3,513,660,78%,NANDANAM,13.0300° N,80.2421° E,37.8,94%,FALSE
BIN 4,11/18/2021,08:00:00 PM,3,539,660,82%,NANDANAM,13.0300° N,80.2421° E,37.5,94%,FALSE
BIN 4,11/18/2021,09:00:00 PM,3,565,660,86%,NANDANAM,13.0300° N,80.2421° E,37,94%,TRUE
BIN 4,11/18/2021,10:00:00 PM,3,591,660,90%,NANDANAM,13.0300° N,80.2421° E,36.5,94%,TRUE
BIN 4,11/18/2021,11:00:00 PM,3,617,660,93%,NANDANAM,13.0300° N,80.2421° E,32,94%,TRUE
BIN 4,11/19/2021,12:00:00 AM,4,20,660,3%,NANDANAM,13.0300° N,80.2421° E,24,94%,FALSE
BIN 4,11/19/2021,01:00:00 AM,4,45,660,7%,NANDANAM,13.0300° N,80.2421° E,24.6,94%,FALSE
BIN 4,11/19/2021,02:00:00 AM,4,70,660,11%,NANDANAM,13.0300° N,80.2421° E,24.6,94%,FALSE
BIN 4,11/19/2021,03:00:00 AM,4,95,660,14%,NANDANAM,13.0300° N,80.2421° E,24.8,94%,FALSE
BIN 4,11/19/2021,04:00:00 AM,4,120,660,18%,NANDANAM,13.0300° N,80.2421° E,25,94%,FALSE
BIN 4,11/19/2021,05:00:00 AM,4,145,660,22%,NANDANAM,13.0300° N,80.2421° E,26.2,94%,FALSE
BIN 4,11/19/2021,06:00:00 AM,4,170,660,26%,NANDANAM,13.0300° N,80.2421° E,27,94%,FALSE
BIN 4,11/19/2021,07:00:00 AM,4,195,660,30%,NANDANAM,13.0300° N,80.2421° E,28.3,94%,FALSE
BIN 4,11/19/2021,08:00:00 AM,4,220,660,33%,NANDANAM,13.0300° N,80.2421° E,28.3,94%,FALSE
BIN 4,11/19/2021,09:00:00 AM,4,245,660,37%,NANDANAM,13.0300° N,80.2421° E,29,94%,FALSE
BIN 4,11/19/2021,10:00:00 AM,4,270,660,41%,NANDANAM,13.0300° N,80.2421° E,32,94%,FALSE
BIN 4,11/19/2021,11:00:00 AM,4,295,660,45%,NANDANAM,13.0300° N,80.2421° E,34,94%,FALSE
BIN 4,11/19/2021,12:00:00 PM,4,320,660,48%,NANDANAM,13.0300° N,80.2421° E,36.8,94%,FALSE
BIN 4,11/19/2021,01:00:00 PM,4,345,660,52%,NANDANAM,13.0300° N,80.2421° E,38.9,94%,FALSE
BIN 4,11/19/2021,02:00:00 PM,4,370,660,56%,NANDANAM,13.0300° N,80.2421° E,40.4,94%,FALSE
BIN 4,11/19/2021,03:00:00 PM,4,395,660,60%,NANDANAM,13.0300° N,80.2421° E,40.4,94%,FALSE
BIN 4,11/19/2021,04:00:00 PM,4,420,660,64%,NANDANAM,13.0300° N,80.2421° E,40.8,94%,FALSE
BIN 4,11/19/2021,05:00:00 PM,4,445,660,67%,NANDANAM,13.0300° N,80.2421° E,42.5,94%,FALSE
BIN 4,11/19/2021,06:00:00 PM,4,470,660,71%,NANDANAM,13.0300° N,80.2421° E,37.3,94%,FALSE
BIN 4,11/19/2021,07:00:00 PM,4,495,660,75%,NANDANAM,13.0300° N,80.2421° E,37.8,94%,FALSE
BIN 4,11/19/2021,08:00:00 PM,4,520,660,79%,NANDANAM,13.0300° N,80.2421° E,37.5,94%,FALSE
BIN 4,11/19/2021,09:00:00 PM,4,545,660,83%,NANDANAM,13.0300° N,80.2421° E,37,94%,FALSE
BIN 4,11/19/2021,10:00:00 PM,4,570,660,86%,NANDANAM,13.0300° N,80.2421° E,36.5,94%,TRUE
BIN 4,11/19/2021,11:00:00 PM,4,595,660,90%,NANDANAM,13.0300° N,80.2421° E,32,94%,TRUE
BIN 4,11/20/2021,12:00:00 AM,4,21,660,3%,NANDANAM,13.0300° N,80.2421° E,24,94%,FALSE
BIN 4,11/20/2021,01:00:00 AM,4,47,660,7%,NANDANAM,13.0300° N,80.2421° E,24.6,93%,FALSE
BIN 4,11/20/2021,02:00:00 AM,4,73,660,11%,NANDANAM,13.0300° N,80.2421° E,24.6,93%,FALSE
BIN 4,11/20/2021,03:00:00 AM,4,99,660,15%,NANDANAM,13.0300° N,80.2421° E,24.8,93%,FALSE
BIN 4,11/20/2021,04:00:00 AM,4,125,660,19%,NANDANAM,13.0300° N,80.2421° E,25,93%,FALSE
BIN 4,11/20/2021,05:00:00 AM,4,151,660,23%,NANDANAM,13.0300° N,80.2421° E,26.2,93%,FALSE
BIN 4,11/20/2021,06:00:00 AM,4,177,660,27%,NANDANAM,13.0300° N,80.2421° E,27,93%,FALSE
BIN 4,11/20/2021,07:00:00 AM,4,203,660,31%,NANDANAM,13.0300° N,80.2421° E,28.3,93%,FALSE
BIN 4,11/20/2021,08:00:00 AM,4,229,660,35%,NANDANAM,13.0300° N,80.2421° E,28.3,93%,FALSE
BIN 4,11/20/2021,09:00:00 AM,4,255,660,39%,NANDANAM,13.0300° N,80.2421° E,29,93%,FALSE
BIN 4,11/20/2021,10:00:00 AM,4,281,660,43%,NANDANAM,13.0300° N,80.2421° E,32,93%,FALSE
BIN 4,11/20/2021,11:00:00 AM,4,307,660,47%,NANDANAM,13.0300° N,80.2421° E,34,93%,FALSE
BIN 4,11/20/2021,12:00:00 PM,4,333,660,50%,NANDANAM,13.0300° N,80.2421° E,36.8,93%,FALSE
BIN 4,11/20/2021,01:00:00 PM,4,359,660,54%,NANDANAM,13.0300° N,80.2421° E,38.9,93%,FALSE
BIN 4,11/20/2021,02:00:00 PM,4,385,660,58%,NANDANAM,13.0300° N,80.2421° E,40.4,93%,FALSE
BIN 4,11/20/2021,03:00:00 PM,4,411,660,62%,NANDANAM,13.0300° N,80.2421° E,40.4,93%,FALSE
BIN 4,11/20/2021,04:00:00 PM,4,437,660,66%,NANDANAM,13.0300° N,80.2421° E,40.8,93%,FALSE
BIN 4,11/20/2021,05:00:00 PM,4,463,660,70%,NANDANAM,13.0300° N,80.2421° E,42.5,93%,FALSE
BIN 4,11/20/2021,06:00:00 PM,4,489,660,74%,NANDANAM,13.0300° N,80.2421° E,37.3,93%,FALSE
BIN 4,11/20/2021,07:00:00 PM,4,515,660,78%,NANDANAM,13.0300° N,80.2421° E,37.8,93%,FALSE
BIN 4,11/20/2021,08:00:00 PM,4,541,660,82%,NANDANAM,13.0300° N,80.2421° E,37.5,93%,FALSE
BIN 4,11/20/2021,09:00:00 PM,4,567,660,86%,NANDANAM,13.0300° N,80.2421° E,37,93%,TRUE
BIN 4,11/20/2021,10:00:00 PM,4,593,660,90%,NANDANAM,13.0300° N,80.2421° E,36.5,93%,TRUE
BIN 4,11/20/2021,11:00:00 PM,4,619,660,94%,NANDANAM,13.0300° N,80.2421° E,32,93%,TRUE
BIN 4,11/21/2021,12:00:00 AM,4,22,660,3%,NANDANAM,13.0300° N,80.2421° E,24,93%,FALSE
BIN 4,11/21/2021,01:00:00 AM,4,48,660,7%,NANDANAM,13.0300° N,80.2421° E,24.6,93%,FALSE
BIN 4,11/21/2021,02:00:00 AM,4,74,660,11%,NANDANAM,13.0300° N,80.2421° E,24.6,93%,FALSE
BIN 4,11/21/2021,03:00:00 AM,4,100,660,15%,NANDANAM,13.0300° N,80.2421° E,24.8,93%,FALSE
BIN 4,11/21/2021,04:00:00 AM,4,126,660,19%,NANDANAM,13.0300° N,80.2421° E,25,93%,FALSE
BIN 4,11/21/2021,05:00:00 AM,4,152,660,23%,NANDANAM,13.0300° N,80.2421° E,26.2,93%,FALSE
BIN 4,11/21/2021,06:00:00 AM,4,178,660,27%,NANDANAM,13.0300° N,80.2421° E,27,93%,FALSE
BIN 4,11/21/2021,07:00:00 AM,4,204,660,31%,NANDANAM,13.0300° N,80.2421° E,28.3,93%,FALSE
BIN 4,11/21/2021,08:00:00 AM,4,230,660,35%,NANDANAM,13.0300° N,80.2421° E,28.3,93%,FALSE
BIN 4,11/21/2021,09:00:00 AM,4,256,660,39%,NANDANAM,13.0300° N,80.2421° E,29,93%,FALSE
BIN 4,11/21/2021,10:00:00 AM,4,282,660,43%,NANDANAM,13.0300° N,80.2421° E,32,93%,FALSE
BIN 4,11/21/2021,11:00:00 AM,4,308,660,47%,NANDANAM,13.0300° N,80.2421° E,34,93%,FALSE
BIN 4,11/21/2021,12:00:00 PM,4,334,660,51%,NANDANAM,13.0300° N,80.2421° E,36.8,93%,FALSE
BIN 4,11/21/2021,01:00:00 PM,4,360,660,55%,NANDANAM,13.0300° N,80.2421° E,38.9,93%,FALSE
BIN 4,11/21/2021,02:00:00 PM,4,386,660,58%,NANDANAM,13.0300° N,80.2421° E,40.4,93%,FALSE
BIN 4,11/21/2021,03:00:00 PM,4,412,660,62%,NANDANAM,13.0300° N,80.2421° E,40.4,93%,FALSE
BIN 4,11/21/2021,04:00:00 PM,4,438,660,66%,NANDANAM,13.0300° N,80.2421° E,40.8,93%,FALSE
BIN 4,11/21/2021,05:00:00 PM,4,464,660,70%,NANDANAM,13.0300° N,80.2421° E,42.5,93%,FALSE
BIN 4,11/21/2021,06:00:00 PM,4,490,660,74%,NANDANAM,13.0300° N,80.2421° E,37.3,93%,FALSE
BIN 4,11/21/2021,07:00:00 PM,4,516,660,78%,NANDANAM,13.0300° N,80.2421° E,37.8,93%,FALSE
BIN 4,11/21/2021,08:00:00 PM,4,542,660,82%,NANDANAM,13.0300° N,80.2421° E,37.5,93%,FALSE
BIN 4,11/21/2021,09:00:00 PM,4,568,660,86%,NANDANAM,13.0300° N,80.2421° E,37,93%,TRUE
BIN 4,11/21/2021,10:00:00 PM,4,594,660,90%,NANDANAM,13.0300° N,80.2421° E,36.5,93%,TRUE
BIN 4,11/21/2021,11:00:00 PM,4,620,660,94%,NANDANAM,13.0300° N,80.2421° E,32,93%,TRUE
BIN 4,11/22/2021,12:00:00 AM,4,17,660,3%,NANDANAM,13.0300° N,80.2421° E,24,93%,FALSE
BIN 4,11/22/2021,01:00:00 AM,4,45,660,7%,NANDANAM,13.0300° N,80.2421° E,24.6,93%,FALSE
BIN 4,11/22/2021,02:00:00 AM,4,73,660,11%,NANDANAM,13.0300° N,80.2421° E,24.6,92%,FALSE
BIN 4,11/22/2021,03:00:00 AM,4,101,660,15%,NANDANAM,13.0300° N,80.2421° E,24.8,92%,FALSE
BIN 4,11/22/2021,04:00:00 AM,4,129,660,20%,NANDANAM,13.0300° N,80.2421° E,25,92%,FALSE
BIN 4,11/22/2021,05:00:00 AM,4,157,660,24%,NANDANAM,13.0300° N,80.2421° E,26.2,92%,FALSE
BIN 4,11/22/2021,06:00:00 AM,4,185,660,28%,NANDANAM,13.0300° N,80.2421° E,27,92%,FALSE
BIN 4,11/22/2021,07:00:00 AM,4,213,660,32%,NANDANAM,13.0300° N,80.2421° E,28.3,92%,FALSE
BIN 4,11/22/2021,08:00:00 AM,4,241,660,37%,NANDANAM,13.0300° N,80.2421° E,28.3,92%,FALSE
BIN 4,11/22/2021,09:00:00 AM,4,269,660,41%,NANDANAM,13.0300° N,80.2421° E,29,92%,FALSE
BIN 4,11/22/2021,10:00:00 AM,4,297,660,45%,NANDANAM,13.0300° N,80.2421° E,32,92%,FALSE
BIN 4,11/22/2021,11:00:00 AM,4,325,660,49%,NANDANAM,13.0300° N,80.2421° E,34,92%,FALSE
BIN 4,11/22/2021,12:00:00 PM,4,353,660,53%,NANDANAM,13.0300° N,80.2421° E,36.8,92%,FALSE
BIN 4,11/22/2021,01:00:00 PM,4,381,660,58%,NANDANAM,13.0300° N,80.2421° E,38.9,92%,FALSE
BIN 4,11/22/2021,02:00:00 PM,4,409,660,62%,NANDANAM,13.0300° N,80.2421° E,40.4,92%,FALSE
BIN 4,11/22/2021,03:00:00 PM,4,437,660,66%,NANDANAM,13.0300° N,80.2421° E,40.4,92%,FALSE
BIN 4,11/22/2021,04:00:00 PM,4,465,660,70%,NANDANAM,13.0300° N,80.2421° E,40.8,92%,FALSE
BIN 4,11/22/2021,05:00:00 PM,4,493,660,75%,NANDANAM,13.0300° N,80.2421° E,42.5,92%,FALSE
BIN 4,11/22/2021,06:00:00 PM,4,521,660,79%,NANDANAM,13.0300° N,80.2421° E,37.3,92%,FALSE
BIN 4,11/22/2021,07:00:00 PM,4,549,660,83%,NANDANAM,13.0300° N,80.2421° E,37.8,92%,FALSE
BIN 4,11/22/2021,08:00:00 PM,4,577,660,87%,NANDANAM,13.0300° N,80.2421° E,37.5,92%,TRUE
BIN 4,11/22/2021,09:00:00 PM,4,605,660,92%,NANDANAM,13.0300° N,80.2421° E,37,92%,TRUE
BIN 4,11/22/2021,10:00:00 PM,4,633,660,96%,NANDANAM,13.0300° N,80.2421° E,36.5,92%,TRUE
BIN 4,11/22/2021,11:00:00 PM,4,661,660,100%,NANDANAM,13.0300° N,80.2421° E,32,92%,TRUE
BIN 4,11/23/2021,12:00:00 AM,4,13,660,2%,NANDANAM,13.0300° N,80.2421° E,24,92%,FALSE
BIN 4,11/23/2021,01:00:00 AM,4,39,660,6%,NANDANAM,13.0300° N,80.2421° E,24.6,92%,FALSE
BIN 4,11/23/2021,02:00:00 AM,4,65,660,10%,NANDANAM,13.0300° N,80.2421° E,24.6,92%,FALSE
BIN 4,11/23/2021,03:00:00 AM,4,91,660,14%,NANDANAM,13.0300° N,80.2421° E,24.8,92%,FALSE
BIN 4,11/23/2021,04:00:00 AM,4,117,660,18%,NANDANAM,13.0300° N,80.2421° E,25,92%,FALSE
BIN 4,11/23/2021,05:00:00 AM,4,143,660,22%,NANDANAM,13.0300° N,80.2421° E,26.2,92%,FALSE
BIN 4,11/23/2021,06:00:00 AM,4,169,660,26%,NANDANAM,13.0300° N,80.2421° E,27,92%,FALSE
BIN 4,11/23/2021,07:00:00 AM,4,195,660,30%,NANDANAM,13.0300° N,80.2421° E,28.3,92%,FALSE
BIN 4,11/23/2021,08:00:00 AM,4,221,660,33%,NANDANAM,13.0300° N,80.2421° E,28.3,92%,FALSE
BIN 4,11/23/2021,09:00:00 AM,4,247,660,37%,NANDANAM,13.0300° N,80.2421° E,29,92%,FALSE
BIN 4,11/23/2021,10:00:00 AM,4,273,660,41%,NANDANAM,13.0300° N,80.2421° E,32,92%,FALSE
BIN 4,11/23/2021,11:00:00 AM,4,299,660,45%,NANDANAM,13.0300° N,80.2421° E,34,92%,FALSE
BIN 4,11/23/2021,12:00:00 PM,4,325,660,49%,NANDANAM,13.0300° N,80.2421° E,36.8,92%,FALSE
BIN 4,11/23/2021,01:00:00 PM,4,351,660,53%,NANDANAM,13.0300° N,80.2421° E,38.9,92%,FALSE
BIN 4,11/23/2021,02:00:00 PM,4,377,660,57%,NANDANAM,13.0300° N,80.2421° E,40.4,92%,FALSE
BIN 4,11/23/2021,03:00:00 PM,4,403,660,61%,NANDANAM,13.0300° N,80.2421° E,40.4,92%,FALSE
BIN 4,11/23/2021,04:00:00 PM,4,429,660,65%,NANDANAM,13.0300° N,80.2421° E,40.8,92%,FALSE
BIN 4,11/23/2021,05:00:00 PM,4,455,660,69%,NANDANAM,13.0300° N,80.2421° E,42.5,92%,FALSE
BIN 4,11/23/2021,06:00:00 PM,4,481,660,73%,NANDANAM,13.0300° N,80.2421° E,37.3,92%,FALSE
BIN 4,11/23/2021,07:00:00 PM,4,507,660,77%,NANDANAM,13.0300° N,80.2421° E,37.8,92%,FALSE
BIN 4,11/23/2021,08:00:00 PM,4,533,660,81%,NANDANAM,13.0300° N,80.2421° E,37.5,92%,FALSE
BIN 4,11/23/2021,09:00:00 PM,4,559,660,85%,NANDANAM,13.0300° N,80.2421° E,37,92%,TRUE
BIN 4,11/23/2021,10:00:00 PM,4,585,660,89%,NANDANAM,13.0300° N,80.2421° E,36.5,92%,TRUE
BIN 4,11/23/2021,11:00:00 PM,4,611,660,93%,NANDANAM,13.0300° N,80.2421° E,32,92%,TRUE
BIN 4,11/24/2021,12:00:00 AM,4,29,660,4%,NANDANAM,13.0300° N,80.2421° E,24,92%,FALSE
BIN 4,11/24/2021,01:00:00 AM,4,54,660,8%,NANDANAM,13.0300° N,80.2421° E,24.6,92%,FALSE
BIN 4,11/24/2021,02:00:00 AM,4,79,660,12%,NANDANAM,13.0300° N,80.2421° E,24.6,92%,FALSE
BIN 4,11/24/2021,03:00:00 AM,4,104,660,16%,NANDANAM,13.0300° N,80.2421° E,24.8,92%,FALSE
BIN 4,11/24/2021,04:00:00 AM,4,129,660,20%,NANDANAM,13.0300° N,80.2421° E,25,92%,FALSE
BIN 4,11/24/2021,05:00:00 AM,4,154,660,23%,NANDANAM,13.0300° N,80.2421° E,26.2,92%,FALSE
BIN 4,11/24/2021,06:00:00 AM,4,179,660,27%,NANDANAM,13.0300° N,80.2421° E,27,92%,FALSE
BIN 4,11/24/2021,07:00:00 AM,4,204,660,31%,NANDANAM,13.0300° N,80.2421° E,28.3,92%,FALSE
BIN 4,11/24/2021,08:00:00 AM,4,229,660,35%,NANDANAM,13.0300° N,80.2421° E,28.3,92%,FALSE
BIN 4,11/24/2021,09:00:00 AM,4,254,660,38%,NANDANAM,13.0300° N,80.2421° E,29,92%,FALSE
BIN 4,11/24/2021,10:00:00 AM,4,279,660,42%,NANDANAM,13.0300° N,80.2421° E,32,92%,FALSE
BIN 4,11/24/2021,11:00:00 AM,4,304,660,46%,NANDANAM,13.0300° N,80.2421° E,34,92%,FALSE
BIN 4,11/24/2021,12:00:00 PM,4,329,660,50%,NANDANAM,13.0300° N,80.2421° E,36.8,92%,FALSE
BIN 4,11/24/2021,01:00:00 PM,4,354,660,54%,NANDANAM,13.0300° N,80.2421° E,38.9,92%,FALSE
BIN 4,11/24/2021,02:00:00 PM,4,379,660,57%,NANDANAM,13.0300° N,80.2421° E,40.4,92%,FALSE
BIN 4,11/24/2021,03:00:00 PM,4,404,660,61%,NANDANAM,13.0300° N,80.2421° E,40.4,91%,FALSE
BIN 4,11/24/2021,04:00:00 PM,4,429,660,65%,NANDANAM,13.0300° N,80.2421° E,40.8,91%,FALSE
BIN 4,11/24/2021,05:00:00 PM,4,454,660,69%,NANDANAM,13.0300° N,80.2421° E,42.5,91%,FALSE
BIN 4,11/24/2021,06:00:00 PM,4,479,660,73%,NANDANAM,13.0300° N,80.2421° E,37.3,91%,FALSE
BIN 4,11/24/2021,07:00:00 PM,4,504,660,76%,NANDANAM,13.0300° N,80.2421° E,37.8,91%,FALSE
BIN 4,11/24/2021,08:00:00 PM,4,529,660,80%,NANDANAM,13.0300° N,80.2421° E,37.5,91%,FALSE
BIN 4,11/24/2021,09:00:00 PM,4,554,660,84%,NANDANAM,13.0300° N,80.2421° E,37,91%,TRUE
BIN 4,11/24/2021,10:00:00 PM,4,579,660,88%,NANDANAM,13.0300° N,80.2421° E,36.5,91%,TRUE
BIN 4,11/24/2021,11:00:00 PM,4,604,660,92%,NANDANAM,13.0300° N,80.2421° E,32,91%,TRUE
BIN 4,11/25/2021,12:00:00 AM,4,11,660,2%,NANDANAM,13.0300° N,80.2421° E,24,91%,FALSE
BIN 4,11/25/2021,01:00:00 AM,4,38,660,6%,NANDANAM,13.0300° N,80.2421° E,24.6,91%,FALSE
BIN 4,11/25/2021,02:00:00 AM,4,65,660,10%,NANDANAM,13.0300° N,80.2421° E,24.6,91%,FALSE
BIN 4,11/25/2021,03:00:00 AM,4,92,660,14%,NANDANAM,13.0300° N,80.2421° E,24.8,91%,FALSE
BIN 4,11/25/2021,04:00:00 AM,4,119,660,18%,NANDANAM,13.0300° N,80.2421° E,25,91%,FALSE
BIN 4,11/25/2021,05:00:00 AM,4,146,660,22%,NANDANAM,13.0300° N,80.2421° E,26.2,91%,FALSE
BIN 4,11/25/2021,06:00:00 AM,4,173,660,26%,NANDANAM,13.0300° N,80.2421° E,27,91%,FALSE
BIN 4,11/25/2021,07:00:00 AM,4,200,660,30%,NANDANAM,13.0300° N,80.2421° E,28.3,91%,FALSE
BIN 4,11/25/2021,08:00:00 AM,4,227,660,34%,NANDANAM,13.0300° N,80.2421° E,28.3,91%,FALSE
BIN 4,11/25/2021,09:00:00 AM,4,254,660,38%,NANDANAM,13.0300° N,80.2421° E,29,91%,FALSE
BIN 4,11/25/2021,10:00:00 AM,4,281,660,43%,NANDANAM,13.0300° N,80.2421° E,32,91%,FALSE
BIN 4,11/25/2021,11:00:00 AM,4,308,660,47%,NANDANAM,13.0300° N,80.2421° E,34,91%,FALSE
BIN 4,11/25/2021,12:00:00 PM,4,335,660,51%,NANDANAM,13.0300° N,80.2421° E,36.8,91%,FALSE
BIN 4,11/25/2021,01:00:00 PM,4,362,660,55%,NANDANAM,13.0300° N,80.2421° E,38.9,91%,FALSE
BIN 4,11/25/2021,02:00:00 PM,4,389,660,59%,NANDANAM,13.0300° N,80.2421° E,40.4,91%,FALSE
BIN 4,11/25/2021,03:00:00 PM,4,416,660,63%,NANDANAM,13.0300° N,80.2421° E,40.4,91%,FALSE
BIN 4,11/25/2021,04:00:00 PM,4,443,660,67%,NANDANAM,13.0300° N,80.2421° E,40.8,91%,FALSE
BIN 4,11/25/2021,05:00:00 PM,4,470,660,71%,NANDANAM,13.0300° N,80.2421° E,42.5,91%,FALSE
BIN 4,11/25/2021,06:00:00 PM,4,497,660,75%,NANDANAM,13.0300° N,80.2421° E,37.3,91%,FALSE
BIN 4,11/25/2021,07:00:00 PM,4,524,660,79%,NANDANAM,13.0300° N,80.2421° E,37.8,91%,FALSE
BIN 4,11/25/2021,08:00:00 PM,4,551,660,83%,NANDANAM,13.0300° N,80.2421° E,37.5,91%,TRUE
BIN 4,11/25/2021,09:00:00 PM,4,578,660,88%,NANDANAM,13.0300° N,80.2421° E,37,91%,TRUE
BIN 4,11/25/2021,10:00:00 PM,4,605,660,92%,NANDANAM,13.0300° N,80.2421° E,36.5,91%,TRUE
BIN 4,11/25/2021,11:00:00 PM,4,632,660,96%,NANDANAM,13.0300° N,80.2421° E,32,91%,TRUE
BIN 4,11/26/2021,12:00:00 AM,5,12,660,2%,NANDANAM,13.0300° N,80.2421° E,24,91%,FALSE
BIN 4,11/26/2021,01:00:00 AM,5,38,660,6%,NANDANAM,13.0300° N,80.2421° E,24.6,91%,FALSE
BIN 4,11/26/2021,02:00:00 AM,5,64,660,10%,NANDANAM,13.0300° N,80.2421° E,24.6,91%,FALSE
BIN 4,11/26/2021,03:00:00 AM,5,90,660,14%,NANDANAM,13.0300° N,80.2421° E,24.8,91%,FALSE
BIN 4,11/26/2021,04:00:00 AM,5,116,660,18%,NANDANAM,13.0300° N,80.2421° E,25,91%,FALSE
BIN 4,11/26/2021,05:00:00 AM,5,142,660,22%,NANDANAM,13.0300° N,80.2421° E,26.2,91%,FALSE
BIN 4,11/26/2021,06:00:00 AM,5,168,660,25%,NANDANAM,13.0300° N,80.2421° E,27,91%,FALSE
BIN 4,11/26/2021,07:00:00 AM,5,194,660,29%,NANDANAM,13.0300° N,80.2421° E,28.3,91%,FALSE
BIN 4,11/26/2021,08:00:00 AM,5,220,660,33%,NANDANAM,13.0300° N,80.2421° E,28.3,90%,FALSE
BIN 4,11/26/2021,09:00:00 AM,5,246,660,37%,NANDANAM,13.0300° N,80.2421° E,29,90%,FALSE
BIN 4,11/26/2021,10:00:00 AM,5,272,660,41%,NANDANAM,13.0300° N,80.2421° E,32,90%,FALSE
BIN 4,11/26/2021,11:00:00 AM,5,298,660,45%,NANDANAM,13.0300° N,80.2421° E,34,90%,FALSE
BIN 4,11/26/2021,12:00:00 PM,5,324,660,49%,NANDANAM,13.0300° N,80.2421° E,36.8,90%,FALSE
